protein	log2FC	p-val
sp|P39835|GNTT_ECOLI	1.995	2.846e-05
sp|P0ADG7|IMDH_ECOLI	0.401	1.354e-08
sp|P0A8N5|SYK2_ECOLI	1.292	0.0
sp|P0A7R1|RL9_ECOLI	-0.108	0.017
sp|P0AA25|THIO_ECOLI	0.34	0.004
sp|P36673|TRER_ECOLI	1.585	7.535e-06
sp|P0AAZ7|YCAR_ECOLI	-1.857	5.4e-08
sp|P09099|XYLB_ECOLI	1.926	4.103e-13
sp|P0A8H6|YIHI_ECOLI	-0.148	0.221
sp|P0AG90|SECD_ECOLI	0.082	0.323
sp|P77748|YDIJ_ECOLI	-1.128	0.0005387
sp|P0ABZ6|SURA_ECOLI	-0.042	0.215
sp|P0AB12|YCCF_ECOLI	-0.629	0.004
sp|P13009|METH_ECOLI	-1.398	0.0
sp|P77695|GNSB_ECOLI	0.55	4.074e-05
sp|P0A8R4|SLYX_ECOLI	0.292	0.336
sp|P61517|CAN_ECOLI	0.176	0.723
sp|P0AFD1|NUOE_ECOLI	-2.714	2.358e-06
sp|P0ADE8|YGFZ_ECOLI	0.081	0.903
sp|P23836|PHOP_ECOLI	-0.561	0.0002864
sp|P0AF08|APBC_ECOLI	-0.794	4.954e-08
sp|P0ACZ8|CUSR_ECOLI	-3.416	1.625e-09
sp|P76329|MPGP_ECOLI	2.094	4.139e-06
sp|P0AEP3|GALU_ECOLI	0.573	3.183e-05
sp|P23845|CYSN_ECOLI	-3.828	0.0
sp|P0ADE4|TAMA_ECOLI	0.62	0.003
sp|P08373|MURB_ECOLI	-0.141	0.506
sp|P77285|RSXG_ECOLI	0.425	0.069
sp|P0A9C3|GALM_ECOLI	0.253	0.239
sp|P0A894|RAPZ_ECOLI	0.155	0.248
sp|P42588|PAT_ECOLI	0.821	0.012
sp|P00363|FRDA_ECOLI	0.762	0.005
sp|P0ADY1|PPID_ECOLI	0.11	0.379
sp|P0AGD3|SODF_ECOLI	-1.419	0.0
sp|P30863|DKGB_ECOLI	1.459	0.0
sp|P46837|YHGF_ECOLI	-0.454	0.0001172
sp|P40191|PDXK_ECOLI	0.496	0.003
sp|P09169|OMPT_ECOLI	0.302	1.006e-09
sp|P37051|PURU_ECOLI	0.141	0.601
sp|P0ACK5|DEOR_ECOLI	-0.239	0.315
sp|P76014|DHAL_ECOLI	-0.891	0.007
sp|P08192|FOLC_ECOLI	-0.596	0.051
sp|P30178|HCXB_ECOLI	-0.668	1.838e-07
sp|P0A7R9|RS11_ECOLI	-0.767	1.167e-06
sp|P0A8N0|MATP_ECOLI	0.112	0.879
sp|P37689|GPMI_ECOLI	-1.049	0.0
sp|P0AAT9|YBEL_ECOLI	1.594	4.144e-11
sp|P77454|GLSA1_ECOLI	4.306	1.625e-09
sp|P0AAR3|YBAK_ECOLI	0.845	1.681e-07
sp|P33221|PURT_ECOLI	-0.382	5.229e-05
sp|P0A8M6|YEEX_ECOLI	-0.051	0.911
sp|P0A761|NANE_ECOLI	0.547	0.128
sp|P76397|MDTA_ECOLI	1.225	2.228e-08
sp|P0AEW4|CPDA_ECOLI	1.07	2.529e-07
sp|P04816|LIVK_ECOLI	-0.498	4.385e-08
sp|P0ADQ7|YGAM_ECOLI	0.708	0.16
sp|P75779|YBIX_ECOLI	2.8	3.216e-09
sp|P37751|WBBK_ECOLI	0.09	0.782
sp|P0AE12|AMN_ECOLI	0.632	4.744e-11
sp|P0AFX7|RSEA_ECOLI	-0.007	0.836
sp|Q47690|MMUM_ECOLI	-0.412	0.121
sp|P76536|YFEX_ECOLI	-2.184	0.0
sp|P25524|CODA_ECOLI	-0.769	9.022e-11
sp|P61320|LOLB_ECOLI	0.341	0.544
sp|P21156|CYSD_ECOLI	-2.719	1.139e-10
sp|P22186|MRAZ_ECOLI	1.838	1.583e-09
