protein	log2FC	p-val
sp|P04968|ILVA_ECOLI	-0.816	4.633e-11
sp|P0A6A3|ACKA_ECOLI	0.468	1.996e-06
sp|P67603|YQFB_ECOLI	-0.945	4.831e-07
sp|P0A6P5|DER_ECOLI	-0.03	0.842
sp|P0AE88|CPXR_ECOLI	-0.133	0.764
sp|P36683|ACNB_ECOLI	1.573	0.0
sp|P16926|MREC_ECOLI	0.817	1.682e-05
sp|P77348|MPPA_ECOLI	0.025	0.467
sp|P05194|AROD_ECOLI	-0.519	1.363e-06
sp|P0A9G4|CUER_ECOLI	-0.463	0.147
sp|P37095|PEPB_ECOLI	0.453	7.567e-09
sp|P75796|GSIA_ECOLI	-1.202	0.0003257
sp|P06983|HEM3_ECOLI	-0.568	0.005
sp|P76034|YCIT_ECOLI	-0.215	0.556
sp|P0A9W9|YRDA_ECOLI	0.14	0.18
sp|P0A9B2|G3P1_ECOLI	0.337	4.671e-12
sp|P07813|SYL_ECOLI	0.268	2.81e-07
sp|P0A8F8|UVRB_ECOLI	-0.802	3.944e-13
sp|P32162|YIIS_ECOLI	-0.987	0.009
sp|P25437|FRMA_ECOLI	-0.747	0.0007809
sp|P0ACB0|DNAB_ECOLI	-0.288	0.026
sp|P00452|RIR1_ECOLI	0.173	0.025
sp|P0A6Y1|IHFB_ECOLI	-0.455	0.005
sp|P0A8K5|YAEP_ECOLI	-1.168	1.047e-05
sp|P39176|ERFK_ECOLI	-0.579	0.008
sp|P32695|DUSA_ECOLI	0.314	0.452
sp|P06612|TOP1_ECOLI	0.209	0.000669
sp|P0ADE8|YGFZ_ECOLI	-0.183	0.492
sp|P0ABY4|FLAW_ECOLI	-0.076	0.627
sp|P31473|RAVA_ECOLI	-0.335	0.086
sp|P60906|SYH_ECOLI	0.667	1.604e-10
sp|P76272|YEBT_ECOLI	-1.373	3.987e-06
sp|P08331|CPDB_ECOLI	-0.483	0.009
sp|P52062|YGGW_ECOLI	-1.725	0.001
sp|P69425|TATB_ECOLI	-0.561	0.002
sp|P25526|GABD_ECOLI	-0.218	0.053
sp|P07650|TYPH_ECOLI	-1.324	0.0
sp|P0A9S7|LIVG_ECOLI	0.503	0.000162
sp|P37615|YHHM_ECOLI	-0.313	0.231
sp|P62617|ISPF_ECOLI	-0.609	0.06
sp|P0AFG0|NUSG_ECOLI	0.215	0.021
sp|P0A9K7|PHOU_ECOLI	0.377	0.066
sp|P25737|LYSP_ECOLI	0.114	0.755
sp|P0A9K9|SLYD_ECOLI	0.428	0.007
sp|P0ACF8|HNS_ECOLI	-0.323	9.547e-05
sp|P0ABF1|PCNB_ECOLI	-0.393	0.022
sp|P0A7Y8|RNPA_ECOLI	0.13	0.058
sp|P0ADG7|IMDH_ECOLI	-0.473	4.945e-06
sp|P0AB55|YCII_ECOLI	-1.114	0.000223
sp|P0A8I1|YQGF_ECOLI	-0.362	0.271
sp|P0AG84|YGHA_ECOLI	-1.25	3.195e-10
sp|P0ADE6|KBP_ECOLI	-1.131	0.0
sp|P77717|YBAY_ECOLI	-1.506	2.923e-10
sp|P0ABA6|ATPG_ECOLI	0.576	3.476e-11
sp|P31979|NUOF_ECOLI	1.436	1.171e-12
sp|P24228|DACB_ECOLI	-0.423	0.074
sp|P37747|GLF_ECOLI	0.361	0.001
sp|P0A951|ATDA_ECOLI	0.238	0.237
sp|P06996|OMPC_ECOLI	-0.499	2.317e-10
sp|P0AEH5|ELAB_ECOLI	-2.283	0.0
sp|P33650|FEOB_ECOLI	-0.529	0.086
sp|P76578|A2MG_ECOLI	-0.908	8.393e-14
sp|P0AC55|GLNK_ECOLI	2.313	3.216e-09
sp|P30014|RNT_ECOLI	0.181	0.367
sp|P0A9F3|CYSB_ECOLI	0.893	1.825e-11
sp|P0AEK4|FABI_ECOLI	0.371	8.953e-05
sp|P76035|YCIW_ECOLI	0.879	0.001
sp|P52108|RSTA_ECOLI	0.254	0.084
sp|P00582|DPO1_ECOLI	0.321	8.347e-06
sp|P0ADI4|ENTB_ECOLI	-2.973	0.0
sp|P0AE08|AHPC_ECOLI	-0.442	0.005
sp|P31808|YCIK_ECOLI	-0.841	4.542e-08
