protein	log2FC	p-val
sp|P0ACZ8|CUSR_ECOLI	0.845	6.416e-11
sp|P30864|YAFC_ECOLI	1.129	0.001
sp|P0C0R7|RLME_ECOLI	0.12	0.518
sp|P0A7Z4|RPOA_ECOLI	-0.04	0.004
sp|P0A8G9|EX7S_ECOLI	0.349	0.112
sp|P77735|YAJO_ECOLI	1.253	0.0
sp|P0A8E7|YAJQ_ECOLI	-0.004	0.668
sp|P0AE63|CHAB_ECOLI	1.561	2.137e-08
sp|P38506|XNI_ECOLI	0.516	0.177
sp|P76268|KDGR_ECOLI	0.438	1.938e-05
sp|P0A790|PAND_ECOLI	-0.828	0.004
sp|P39180|AG43_ECOLI	1.308	0.0
sp|P0A707|IF3_ECOLI	-0.582	7.732e-09
sp|P64612|ZAPE_ECOLI	0.364	0.892
sp|P0ABQ2|GARR_ECOLI	1.766	4.344e-06
sp|P17315|CIRA_ECOLI	-0.483	8.885e-09
sp|P45748|TSAC_ECOLI	0.447	0.0009241
sp|P13482|TREA_ECOLI	2.134	0.0
sp|P0AG14|SOHB_ECOLI	0.014	0.392
sp|P68767|AMPA_ECOLI	0.084	0.499
sp|P0A9W6|IBAG_ECOLI	-0.831	0.002
sp|P0ADV5|YHBW_ECOLI	0.412	0.009
sp|P0A7I0|RF1_ECOLI	-0.753	1.184e-06
sp|P77689|SUFD_ECOLI	0.196	0.602
sp|P66948|BEPA_ECOLI	1.177	1.11e-14
sp|P0A6Z1|HSCA_ECOLI	-0.361	0.000116
sp|P61320|LOLB_ECOLI	0.709	2.763e-07
sp|P0A8I1|YQGF_ECOLI	0.125	0.799
sp|P39385|YJIN_ECOLI	-0.018	0.311
sp|P17115|GUTQ_ECOLI	0.44	0.102
sp|P0AF08|APBC_ECOLI	-0.026	0.534
sp|P0AFJ7|PITA_ECOLI	-0.186	0.07
sp|P60422|RL2_ECOLI	-0.326	2.939e-08
sp|P00963|ASNA_ECOLI	-1.321	0.0
sp|P0A7E1|PYRD_ECOLI	-0.925	0.0
