protein	log2FC	p-val
sp|P43672|UUP_ECOLI	-0.168	0.155
sp|P75915|YCDY_ECOLI	-0.067	0.695
sp|P0A8K1|PSD_ECOLI	-0.386	0.0002447
sp|P0CG19|RNPH_ECOLI	0.615	0.035
sp|P55734|YGAP_ECOLI	0.251	0.464
sp|P37313|DPPF_ECOLI	0.633	0.003
sp|P27833|WECE_ECOLI	-0.498	0.003
sp|P75957|LOLD_ECOLI	-0.295	0.12
sp|P0A8B2|YFCN_ECOLI	0.008	0.948
sp|P24203|YJIA_ECOLI	0.418	0.01
sp|P60785|LEPA_ECOLI	-0.271	0.0002555
sp|P0A7W1|RS5_ECOLI	-0.092	0.782
sp|P60664|HIS6_ECOLI	-0.215	0.014
sp|P30870|GLNE_ECOLI	-0.902	0.0001572
sp|P0AFV4|MEPS_ECOLI	1.057	1.118e-12
sp|P37749|WBBI_ECOLI	-0.034	0.331
sp|P0A6D3|AROA_ECOLI	-0.9	5.551e-14
sp|P16528|ICLR_ECOLI	-0.199	0.267
sp|P76172|YNFD_ECOLI	0.399	0.035
sp|P0A9T4|TAS_ECOLI	0.285	0.029
sp|P0AED5|UVRY_ECOLI	-0.176	0.295
sp|P0A8M6|YEEX_ECOLI	-0.872	1.604e-12
sp|P39337|YJGM_ECOLI	-0.764	0.002
sp|P76055|TTCA_ECOLI	-0.234	0.48
sp|P69913|CSRA_ECOLI	0.176	0.747
sp|P64455|YDCY_ECOLI	-0.462	0.018
sp|P04816|LIVK_ECOLI	-0.058	0.603
sp|P52108|RSTA_ECOLI	0.067	0.562
sp|P0A763|NDK_ECOLI	0.707	3.145e-10
sp|Q2M7R5|YIBT_ECOLI	0.786	0.002
sp|P00393|DHNA_ECOLI	-1.221	0.0
sp|P77444|SUFS_ECOLI	0.61	0.0003026
sp|P0AG18|PURE_ECOLI	-0.103	0.825
sp|P0AC62|GLRX3_ECOLI	0.564	0.007
sp|P06989|HIS2_ECOLI	-0.477	0.086
sp|P37615|YHHM_ECOLI	0.322	0.128
sp|P0AEZ9|MOAB_ECOLI	0.025	0.394
