protein	log2FC	p-val
sp|P76290|CMOA_ECOLI	-0.037	0.745
sp|P26612|AMY2_ECOLI	0.562	8.985e-05
sp|P06616|ERA_ECOLI	-0.091	0.547
sp|P76002|PLIG_ECOLI	0.29	0.115
sp|P77212|RCLA_ECOLI	0.554	0.0001298
sp|P0A968|CSPD_ECOLI	2.874	9.361e-09
sp|P08997|MASY_ECOLI	1.8	0.0
sp|P0A8Y1|YJJG_ECOLI	-0.079	0.997
sp|P0AC51|ZUR_ECOLI	0.505	0.069
sp|P0AG82|PSTS_ECOLI	0.861	1.363e-13
sp|P60595|HIS5_ECOLI	-0.841	1.048e-08
sp|P22939|ISPA_ECOLI	-0.032	0.587
sp|P33218|YEBE_ECOLI	0.36	0.006
sp|P07813|SYL_ECOLI	-0.012	0.067
sp|P24202|MRR_ECOLI	0.504	0.0001802
sp|P29018|CYDD_ECOLI	-0.143	0.425
sp|P0A6J5|DADA_ECOLI	1.485	1.332e-14
sp|P64423|ZNTB_ECOLI	1.32	0.000128
sp|P0A799|PGK_ECOLI	-0.033	0.213
sp|P0AAI5|FABF_ECOLI	0.172	0.651
sp|P67603|YQFB_ECOLI	0.319	0.035
sp|P75682|YAGE_ECOLI	2.065	1.445e-10
sp|P0A9C9|GLPX_ECOLI	0.011	0.873
sp|P0AG59|RS14_ECOLI	-0.308	0.005
sp|P45955|CPOB_ECOLI	-0.256	0.009
sp|P28248|DCD_ECOLI	0.833	9.018e-07
sp|P08142|ILVB_ECOLI	0.251	0.008
sp|P0ABZ6|SURA_ECOLI	-0.082	0.237
sp|P76170|YNFB_ECOLI	0.618	0.014
sp|P0ACB7|HEMY_ECOLI	0.747	1.314e-06
sp|P69411|RCSF_ECOLI	0.108	0.843
sp|P36649|CUEO_ECOLI	0.314	0.001
sp|P0A853|TNAA_ECOLI	4.352	1.501e-13
sp|P0C0V0|DEGP_ECOLI	-0.165	0.003
sp|P0AF90|RRAB_ECOLI	0.273	0.058
sp|P0A6U3|MNMG_ECOLI	0.081	0.407
sp|P11446|ARGC_ECOLI	-0.482	1.152e-05
sp|P0A6T5|GCH1_ECOLI	-1.555	0.0
sp|P0ADP7|UBIJ_ECOLI	0.006	0.425
sp|P0AC62|GLRX3_ECOLI	0.555	0.007
sp|P0A867|TALA_ECOLI	0.338	0.003
sp|P0A7Z0|RPIA_ECOLI	0.057	0.892
sp|P0AB10|PQIC_ECOLI	0.175	0.868
sp|P0AB80|ILVE_ECOLI	-0.69	4.3e-10
sp|P36999|RLMA_ECOLI	-0.638	0.016
sp|P39408|YJJV_ECOLI	0.461	0.35
sp|P0ADP0|YIGB_ECOLI	0.326	0.014
sp|P23721|SERC_ECOLI	-0.77	0.0
sp|P77544|YFCF_ECOLI	-0.644	3.955e-06
sp|P66948|BEPA_ECOLI	0.46	0.0001553
sp|P04816|LIVK_ECOLI	-0.025	0.145
sp|P16659|SYP_ECOLI	-0.081	0.148
sp|P00968|CARB_ECOLI	-0.578	0.0
sp|P04995|EX1_ECOLI	0.688	0.004
sp|P77182|MNMC_ECOLI	0.493	0.037
sp|P06996|OMPC_ECOLI	0.058	0.05
sp|P64636|YRFG_ECOLI	-0.292	0.637
sp|P10346|GLNQ_ECOLI	0.945	2.608e-09
sp|P0AGD7|SRP54_ECOLI	-0.171	0.003
sp|P0AF96|TABA_ECOLI	0.12	0.063
sp|P77338|MSCK_ECOLI	0.141	0.602
sp|P0A9L5|PPIC_ECOLI	0.732	0.0001025
sp|P00904|TRPGD_ECOLI	-0.501	1.323e-06
sp|P0A9R4|FER_ECOLI	-0.028	0.782
sp|P0ABH9|CLPA_ECOLI	-0.029	0.392
sp|P0A7V3|RS3_ECOLI	-0.162	0.098
sp|P75957|LOLD_ECOLI	-0.455	0.002
sp|P15254|PUR4_ECOLI	-0.037	0.024
sp|P60716|LIPA_ECOLI	0.878	2.22e-16
sp|P0A7F3|PYRI_ECOLI	0.451	1.424e-06
sp|P0AEG6|DSBC_ECOLI	-0.266	0.013
sp|P0A927|TSX_ECOLI	-0.227	0.181
sp|P0A6A3|ACKA_ECOLI	-0.005	0.971
sp|P0AA53|QMCA_ECOLI	1.26	3.442e-05
sp|P04805|SYE_ECOLI	-0.158	0.011
sp|Q57261|TRUD_ECOLI	-0.311	0.022
sp|P16384|MIAA_ECOLI	0.192	0.581
sp|P76128|DDPA_ECOLI	2.208	2.62e-14
sp|P25742|RFAQ_ECOLI	0.59	0.021
sp|Q46856|YQHD_ECOLI	-1.318	0.0
sp|P06992|RSMA_ECOLI	-0.377	0.394
sp|P31979|NUOF_ECOLI	1.277	0.0
sp|P60785|LEPA_ECOLI	0.047	0.633
sp|P64499|YEBO_ECOLI	-1.57	1.023e-07
sp|P37615|YHHM_ECOLI	0.287	0.2
sp|P17117|NFSA_ECOLI	0.077	0.596
