protein	log2FC	p-val
sp|P0A9M5|XGPT_ECOLI	0.191	0.43
sp|P11880|MURF_ECOLI	0.061	0.96
sp|P61175|RL22_ECOLI	-0.159	0.35
sp|P42593|FADH_ECOLI	0.369	0.01
sp|P0A6G3|PNCC_ECOLI	-0.073	0.669
sp|P31142|THTM_ECOLI	0.038	0.736
sp|P0A715|KDSA_ECOLI	-0.037	0.452
sp|P64540|YFCL_ECOLI	-0.326	0.202
sp|P0A9S1|FUCO_ECOLI	1.302	1.883e-10
sp|P75797|GSIB_ECOLI	0.414	0.0002494
sp|P37349|DHAM_ECOLI	-0.156	0.292
sp|P78067|YNJE_ECOLI	1.065	0.0001744
sp|P75915|YCDY_ECOLI	0.13	0.911
sp|P0A6L0|DEOC_ECOLI	0.232	0.014
sp|P0AAB6|GALF_ECOLI	0.343	0.017
sp|P06720|AGAL_ECOLI	0.38	0.075
sp|P0A6T1|G6PI_ECOLI	0.411	4.888e-08
sp|P0A8A8|RIMP_ECOLI	0.18	0.116
sp|P36680|ZAPD_ECOLI	0.191	0.282
sp|P0A962|ASPG1_ECOLI	-0.271	0.039
sp|P0AFJ7|PITA_ECOLI	-0.603	0.004
sp|P06709|BIRA_ECOLI	-0.485	0.033
sp|P23930|LNT_ECOLI	-0.137	0.635
sp|P0A9J6|RBSK_ECOLI	-0.535	7.114e-06
sp|P24182|ACCC_ECOLI	-0.28	0.002
sp|P0C066|MLTC_ECOLI	0.8	0.01
sp|P77330|BORD_ECOLI	-1.197	2.385e-05
sp|P0AFG3|ODO1_ECOLI	0.248	0.0002476
sp|P25894|LOIP_ECOLI	-0.084	0.414
sp|P37128|NUDK_ECOLI	-0.406	0.176
sp|P0A9K7|PHOU_ECOLI	-0.59	0.0009459
sp|P0A8Z0|YCIA_ECOLI	0.149	0.323
sp|P51981|AEEP_ECOLI	0.623	0.028
sp|P77243|PRPD_ECOLI	0.043	0.349
sp|P09372|GRPE_ECOLI	0.259	0.074
sp|P77667|SUFA_ECOLI	0.009	0.998
sp|P32125|MOBB_ECOLI	0.214	0.089
sp|P64530|RCNR_ECOLI	0.067	0.816
sp|P00934|THRC_ECOLI	-1.472	0.0
sp|P0A881|TRPR_ECOLI	0.457	0.054
sp|P33920|NDPA_ECOLI	0.241	0.064
sp|P45523|FKBA_ECOLI	-0.254	0.005
sp|P0AG99|SECG_ECOLI	-0.425	0.028
