protein	log2FC	p-val
sp|P33355|YEHS_ECOLI	-0.858	5.829e-06
sp|P0AFB1|NLPI_ECOLI	0.104	0.499
sp|P0A6J1|CYSC_ECOLI	1.257	9.748e-09
sp|P0A9H5|BTUR_ECOLI	0.925	0.0001191
sp|P77173|ZIPA_ECOLI	0.286	0.031
sp|P0A7I7|RIBA_ECOLI	0.324	0.022
sp|P11446|ARGC_ECOLI	4.065	2.32e-06
sp|P37128|NUDK_ECOLI	0.413	0.04
sp|P0A9K3|PHOL_ECOLI	0.274	0.003
sp|P36649|CUEO_ECOLI	0.412	0.003
sp|P0AC75|KDTA_ECOLI	-0.476	0.057
sp|P77717|YBAY_ECOLI	0.594	0.003
sp|P0AEZ1|METF_ECOLI	5.647	4.821e-09
sp|P0A734|MINE_ECOLI	0.004	0.852
sp|P27247|PLSX_ECOLI	0.307	0.234
sp|P32132|TYPA_ECOLI	0.648	0.0
sp|P0AEU0|HISJ_ECOLI	1.731	0.0
sp|P0A6Y5|HSLO_ECOLI	-0.69	1.104e-06
sp|P21362|YCIF_ECOLI	1.867	8.816e-10
sp|P0AD65|MRDA_ECOLI	-0.901	3.223e-05
sp|P0ABA0|ATPF_ECOLI	-0.455	3.148e-05
sp|P06721|METC_ECOLI	3.235	0.0
sp|P0A6N4|EFP_ECOLI	-0.127	0.472
sp|P0A959|ALAA_ECOLI	-1.163	1.847e-13
sp|P31680|DJLA_ECOLI	-0.878	0.005
sp|P0AAI5|FABF_ECOLI	-1.015	8.056e-13
sp|P26648|FTSP_ECOLI	-0.01	0.957
sp|P0AFG0|NUSG_ECOLI	-0.051	0.463
sp|P06129|BTUB_ECOLI	-0.088	0.352
sp|P0AAB8|USPD_ECOLI	0.703	0.006
sp|P22256|GABT_ECOLI	-1.139	0.0
sp|P0A9U3|YBIT_ECOLI	0.43	6.369e-06
sp|P0A6G3|PNCC_ECOLI	-0.826	0.0001123
sp|P16456|SELD_ECOLI	-0.04	0.868
sp|P0AGE6|CHRR_ECOLI	0.482	0.0002025
sp|P0AFV4|MEPS_ECOLI	3.537	1.501e-13
sp|P0A6J5|DADA_ECOLI	-3.99	0.0
sp|P77488|DXS_ECOLI	-0.289	0.03
sp|P0AFZ1|SSEB_ECOLI	-0.423	0.05
sp|P0AA16|OMPR_ECOLI	-0.414	0.007
sp|P0A6L0|DEOC_ECOLI	0.357	0.001
sp|P0A8I1|YQGF_ECOLI	0.113	0.666
sp|P0A8G0|UVRC_ECOLI	0.197	0.262
sp|P0ADW3|YHCB_ECOLI	0.093	0.995
sp|P0A962|ASPG1_ECOLI	0.137	0.136
sp|P0AGL7|RSME_ECOLI	-0.05	0.892
sp|P0A832|SSRP_ECOLI	-0.232	0.432
sp|P22259|PCKA_ECOLI	-2.967	0.0
sp|P77581|ASTC_ECOLI	-3.354	1.914e-13
sp|P23869|PPIB_ECOLI	0.105	0.303
sp|P09323|PTW3C_ECOLI	-1.674	0.0
sp|P0ABK2|CYDB_ECOLI	1.287	0.006
sp|P0A7U7|RS20_ECOLI	-0.078	0.864
sp|P77526|YFCG_ECOLI	-0.34	0.022
sp|P0AE48|YTFP_ECOLI	0.89	0.002
sp|P19934|TOLA_ECOLI	0.102	0.713
sp|P45523|FKBA_ECOLI	-0.038	0.628
sp|P23871|HEMH_ECOLI	-0.557	0.024
sp|P25522|MNME_ECOLI	0.043	0.817
sp|P60340|TRUB_ECOLI	-0.675	0.0001647
sp|P0AE08|AHPC_ECOLI	0.196	0.017
sp|P77611|RSXC_ECOLI	0.243	0.087
sp|P0AE01|TRMJ_ECOLI	-0.512	5.711e-05
sp|P0AE06|ACRA_ECOLI	0.164	0.006
sp|P77300|XYNR_ECOLI	0.164	0.789
sp|P21165|PEPQ_ECOLI	-0.235	0.016
sp|P00509|AAT_ECOLI	0.884	0.0
sp|P30871|3PASE_ECOLI	0.003	0.592
sp|P69795|PTQB_ECOLI	-0.467	0.04
sp|P0A955|ALKH_ECOLI	-0.001	0.039
sp|P23908|ARGE_ECOLI	2.969	0.0
sp|P76115|YNCD_ECOLI	0.174	0.394
sp|P27298|OPDA_ECOLI	-0.267	0.0008887
sp|P64581|YQJD_ECOLI	0.692	1.345e-06
sp|P64506|YEBY_ECOLI	0.763	5.255e-05
sp|P23893|GSA_ECOLI	0.206	0.019
sp|P77529|YDJN_ECOLI	0.991	6.772e-06
sp|Q46868|UBIK_ECOLI	-0.052	0.597
sp|P0A8G9|EX7S_ECOLI	0.44	0.058
sp|P77689|SUFD_ECOLI	0.674	6.789e-06
