protein	log2FC	p-val
sp|P03004|DNAA_ECOLI	-0.037	0.887
sp|P0A9F6|GCVA_ECOLI	-0.065	0.731
sp|P64554|QUEE_ECOLI	0.103	0.627
sp|P63020|NFUA_ECOLI	-0.33	0.005
sp|P62707|GPMA_ECOLI	0.423	2.858e-07
sp|P0ACJ8|CRP_ECOLI	0.548	2.78e-07
sp|P15770|AROE_ECOLI	0.2	0.879
sp|P21888|SYC_ECOLI	-0.323	0.0003296
sp|P76243|YEAO_ECOLI	-0.145	0.95
sp|P0A742|MSCL_ECOLI	0.101	0.432
sp|P07813|SYL_ECOLI	0.015	0.721
sp|P0A6T1|G6PI_ECOLI	-0.22	0.0006461
sp|P0A8I8|RLMH_ECOLI	-0.188	0.426
sp|P75914|YCDX_ECOLI	-0.155	0.117
sp|P63386|MLAF_ECOLI	-0.329	0.067
sp|P06996|OMPC_ECOLI	0.894	0.0
sp|P0A6Y1|IHFB_ECOLI	0.787	1.832e-08
sp|P0AEM9|FLIY_ECOLI	0.831	0.0
sp|P0A9J8|CMPDT_ECOLI	0.719	9.126e-14
sp|P21338|RNI_ECOLI	0.038	0.736
sp|P30870|GLNE_ECOLI	-0.236	0.227
sp|P36649|CUEO_ECOLI	0.317	0.009
sp|P22186|MRAZ_ECOLI	0.228	0.193
sp|P0A8V2|RPOB_ECOLI	-0.177	4.684e-09
sp|P04846|NLPA_ECOLI	0.386	0.031
sp|P05042|FUMC_ECOLI	1.932	0.0
sp|P17169|GLMS_ECOLI	-0.566	1.592e-11
sp|P0A794|PDXJ_ECOLI	0.272	0.203
sp|P37642|YHJD_ECOLI	0.082	0.889
sp|P0A853|TNAA_ECOLI	4.012	0.0
sp|P0ACA3|SSPA_ECOLI	0.462	0.0001482
sp|P0ABU5|ELBB_ECOLI	0.444	0.003
