protein	log2FC	p-val
sp|P11875|SYR_ECOLI	-0.099	0.164
sp|P0A6J8|DDLA_ECOLI	-0.003	0.844
sp|P68187|MALK_ECOLI	-0.17	0.048
sp|P06149|DLD_ECOLI	0.428	2.294e-10
sp|Q46939|YQEF_ECOLI	0.391	0.028
sp|P0A9B6|E4PD_ECOLI	-0.373	0.014
sp|P77485|CUSS_ECOLI	0.398	6.454e-05
sp|Q46871|YQJH_ECOLI	0.241	0.207
sp|P0AF50|YJBR_ECOLI	0.978	1.263e-07
sp|P33643|RLUD_ECOLI	-0.207	0.171
sp|P0AGC3|SLT_ECOLI	0.154	0.135
sp|P0A7R5|RS10_ECOLI	-0.17	0.282
sp|P0AAN9|IRAP_ECOLI	0.334	0.086
sp|P0A784|ORN_ECOLI	0.341	0.011
sp|P00963|ASNA_ECOLI	-0.477	2.77e-06
sp|P08331|CPDB_ECOLI	0.901	0.0
sp|P0A968|CSPD_ECOLI	-0.255	0.12
sp|P0A9W3|ETTA_ECOLI	-0.456	2.148e-11
sp|P0A9Q1|ARCA_ECOLI	0.228	0.282
sp|P63389|YHES_ECOLI	-0.247	0.038
sp|P00864|CAPP_ECOLI	-0.177	0.0003486
sp|P0ADR8|PPNN_ECOLI	0.058	0.633
sp|P76128|DDPA_ECOLI	0.497	0.0001532
sp|P51024|YAIL_ECOLI	-0.447	0.084
sp|P07813|SYL_ECOLI	0.137	0.048
sp|P0A953|FABB_ECOLI	-0.079	0.042
sp|P64448|YNBE_ECOLI	0.115	0.597
sp|P0A9S1|FUCO_ECOLI	1.97	1.226e-11
sp|P0AEZ9|MOAB_ECOLI	0.707	2.953e-13
sp|P0A6N8|EFPL_ECOLI	-0.456	5.274e-05
sp|P62399|RL5_ECOLI	-0.265	0.000227
sp|P77285|RSXG_ECOLI	0.119	0.673
sp|P0A821|SELA_ECOLI	-0.366	0.0004147
sp|P0AFM2|PROX_ECOLI	-0.013	0.972
sp|P09147|GALE_ECOLI	0.207	0.009
sp|P06616|ERA_ECOLI	0.348	0.004
sp|P0A9D2|GSTA_ECOLI	0.486	0.004
sp|P0C018|RL18_ECOLI	-0.314	0.037
sp|P0ADS2|ZAPA_ECOLI	0.025	0.853
sp|P77781|MENI_ECOLI	0.251	0.186
sp|P39285|MSCM_ECOLI	0.114	0.634
sp|P0AG07|RPE_ECOLI	0.437	0.004
sp|P0A6F1|CARA_ECOLI	-0.23	0.008
sp|P24215|UXUA_ECOLI	-0.053	0.357
sp|P08997|MASY_ECOLI	1.718	0.0
sp|P69811|PTFAH_ECOLI	-1.4	2.155e-11
sp|P31063|YEDD_ECOLI	-0.149	0.565
sp|P39321|TAMB_ECOLI	-0.08	0.916
sp|P77754|SPY_ECOLI	1.056	7.416e-14
sp|P0AEQ6|GLNP_ECOLI	-0.337	0.032
sp|P27247|PLSX_ECOLI	0.589	0.008
sp|P27298|OPDA_ECOLI	-0.132	0.066
sp|P33363|BGLX_ECOLI	-0.145	0.075
sp|P0A9W9|YRDA_ECOLI	-0.649	1.61e-09
sp|P27830|RMLB2_ECOLI	-0.649	0.009
sp|P0AEN8|FUCM_ECOLI	-0.292	0.055
sp|P07862|DDLB_ECOLI	0.059	0.625
sp|P23893|GSA_ECOLI	-0.384	1.643e-05
sp|P0AAN5|YAIA_ECOLI	-0.259	0.335
sp|P75713|ALLE_ECOLI	0.291	0.291
sp|P0A9P4|TRXB_ECOLI	-0.494	3.595e-05
sp|P0AEG6|DSBC_ECOLI	-0.223	0.05
sp|P0AG48|RL21_ECOLI	-0.576	9.348e-06
sp|P0AB52|YCHN_ECOLI	1.304	9.018e-08
sp|P36938|PGM_ECOLI	0.247	5.478e-05
sp|P0AG51|RL30_ECOLI	-0.315	0.005
sp|P0AAQ2|YAJD_ECOLI	-0.761	0.0003728
sp|P0C0L2|OSMC_ECOLI	0.807	1.14e-07
sp|P75959|NAGK_ECOLI	-0.27	0.127
sp|P33570|TKT2_ECOLI	0.234	0.0002811
sp|P09373|PFLB_ECOLI	0.476	0.0
sp|P0ADZ4|RS15_ECOLI	-0.364	0.004
sp|P0ADP2|YIGI_ECOLI	0.639	0.0001232
sp|P77173|ZIPA_ECOLI	-0.132	0.666
sp|P69786|PTGCB_ECOLI	-0.459	0.003
sp|P18133|PNCB_ECOLI	-0.214	0.004
sp|P0A7T3|RS16_ECOLI	-0.328	0.109
sp|P20099|BISC_ECOLI	-0.1	0.381
sp|P76170|YNFB_ECOLI	0.364	0.057
sp|P0AB14|YCCJ_ECOLI	0.336	0.087
sp|P0AAG3|GLTL_ECOLI	-0.585	0.006
sp|P28861|FENR_ECOLI	0.502	0.06
sp|P25516|ACNA_ECOLI	1.53	0.0
sp|P21156|CYSD_ECOLI	-0.342	0.004
sp|P77171|YDCI_ECOLI	0.75	1.227e-05
sp|P27306|STHA_ECOLI	1.012	0.0
sp|P0AC62|GLRX3_ECOLI	-0.295	0.012
sp|P24178|YFFB_ECOLI	0.765	0.004
sp|P0AF70|YJEI_ECOLI	0.14	0.713
sp|P69828|PTKA_ECOLI	0.927	4.411e-12
sp|P0AFV4|MEPS_ECOLI	-0.81	7.988e-07
sp|P76535|MURQ_ECOLI	-0.118	0.54
sp|P0AF28|NARL_ECOLI	0.003	0.907
sp|P0AF24|NAGD_ECOLI	0.066	0.984
sp|P08244|PYRF_ECOLI	-0.436	0.0002403
sp|P0AE91|CREA_ECOLI	-0.156	0.907
sp|P17952|MURC_ECOLI	0.456	0.0001696
sp|P69425|TATB_ECOLI	-0.38	0.023
sp|P37666|GHRB_ECOLI	-0.475	4.623e-05
sp|P0AEC3|ARCB_ECOLI	0.393	0.002
sp|P77475|YQAB_ECOLI	-0.119	0.175
sp|P0A6Y8|DNAK_ECOLI	0.136	0.002
sp|P27434|RODZ_ECOLI	0.08	0.176
sp|P18335|ARGD_ECOLI	-0.143	0.503
sp|P11447|ARLY_ECOLI	-0.135	0.034
