protein	log2FC	p-val
sp|P0A7M9|RL31_ECOLI	-6.712e-05	0.826
sp|P76558|MAO2_ECOLI	0.434	1.351e-08
sp|P78061|PUUA_ECOLI	0.618	0.002
sp|P0A7U3|RS19_ECOLI	-0.119	0.982
sp|P30870|GLNE_ECOLI	-0.331	0.237
sp|P39176|ERFK_ECOLI	0.621	0.004
sp|P21420|NMPC_ECOLI	-1.081	0.017
sp|P75818|YBJP_ECOLI	0.81	1.18e-05
sp|P17854|CYSH_ECOLI	0.086	0.304
sp|P0AAA1|YAGU_ECOLI	1.819	5.532e-07
sp|P76149|SAD_ECOLI	-0.279	0.31
sp|P0A780|NUSB_ECOLI	0.134	0.187
sp|P39172|ZNUA_ECOLI	-0.685	5.188e-05
sp|P0ACY1|YDJA_ECOLI	0.206	0.291
sp|P37643|YHJE_ECOLI	-0.59	0.012
sp|P0AD12|YEEZ_ECOLI	-0.053	0.823
sp|P0A850|TIG_ECOLI	-0.135	0.107
sp|P0AF12|MTNN_ECOLI	0.03	0.242
sp|P39401|OPGB_ECOLI	-0.486	0.005
sp|P06710|DPO3X_ECOLI	-0.359	0.102
sp|P0AFD6|NUOI_ECOLI	0.861	1.104e-05
sp|P00936|CYAA_ECOLI	0.003	1.0
sp|P12995|BIOA_ECOLI	0.942	0.005
sp|P07395|SYFB_ECOLI	-0.203	0.0006927
sp|P0A993|F16PA_ECOLI	0.531	4.6e-05
sp|P37757|YDDE_ECOLI	0.165	0.712
sp|P76578|A2MG_ECOLI	0.16	0.031
sp|P0ABQ4|DYR_ECOLI	0.379	0.082
sp|P0A7L8|RL27_ECOLI	-0.341	0.051
sp|P30871|3PASE_ECOLI	-0.035	0.988
sp|P37440|UCPA_ECOLI	0.451	0.005
sp|Q47146|FADE_ECOLI	0.29	0.0004486
sp|P69795|PTQB_ECOLI	2.309	6.68e-08
sp|P07650|TYPH_ECOLI	0.314	0.004
sp|P25522|MNME_ECOLI	0.495	9.559e-05
sp|P0AEB2|DACA_ECOLI	-0.303	0.008
sp|P08142|ILVB_ECOLI	-0.101	0.651
sp|P0A8R0|RRAA_ECOLI	-0.045	0.947
sp|P0AFL3|PPIA_ECOLI	-0.824	8.747e-07
sp|P0ADX9|RSMD_ECOLI	0.127	0.497
sp|P0ABH0|FTSA_ECOLI	-0.212	0.133
