protein	z-value
gatY	4.702695349744374
cysU	-3.174584701668395
nnr	6.267081159548204
ompR	5.069417011222755
dctA	5.8536229054026725
pyrC	-7.306776541349933
rpsE	-4.532138439107807
rplY	-2.2347239587627867
yfcL	-2.0071784976072116
xthA	0.041420869755321214
potG	1.3220891485225168
mlaB	0.19965401414957284
prmA	-1.1747318245918799
slp	0.369655637220772
mgsA	0.7857794983885106
nrdD	-0.6840406445135101
fbp	-1.3656112854291156
hemX	2.6111626824755234
ybbP	0.10401960008685893
envC	1.9718501996786355
yciE	5.787423947765577
rcsB	0.22230812695487429
ftsZ	-1.1200488538135465
yqjI	-3.4581171634952597
relB	-0.9919131989482726
glgC	4.2913204070797875
cusF	-3.510018591860192
lamB	0.4770052769001227
tyrS	-1.4366434189838202
nmpC	2.919313207314549
paaX	3.1297009543991625
dkgB	0.5019457435531463
rnr	2.9311923175884664
hslO	-1.516170215448142
ydcJ	7.3487
rpmE	-2.5430175814663385
cspE	-2.417748880902113
gpmA	4.218659210682269
yedF	0.7722869037317457
ndk	-4.5032348807522125
bisC	-0.12376181506222238
borD	-2.1857508779205626
murI	-0.42741362528812843
lsrG	2.432561101197613
hpt	-2.9515424967934796
groL	0.2819899900582085
ybbA	1.8367833553937587
ybaK	-2.0096733848944934
yebF	-0.6374985972286789
hemG	1.2229518692743457
katE	7.3487
yegP	6.435508646858614
ybfF	-1.0071834630659375
lepB	0.9860503004516079
malT	-2.064721987290145
